book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating
5241,375703829,9780375703830,Alessandro Baricco,1996,Seta,Silk,3.82
5242,312593317,9780312593320,Tatiana de Rosnay,2009,Boomerang,A Secret Kept,3.33
5243,842332308,9780842332310,"Tim LaHaye, Jerry B. Jenkins",2002,The Remnant: On the Brink of Armageddon,"The Remnant (Left Behind, #10)",4.01
5244,156106809,9780156106800,"Italo Calvino, Archibald Colquhoun",1957,Il barone rampante,The Baron in the Trees,4.06
5245,316133191,9780316133200,"Stephenie Meyer, Young Kim",2011,"Twilight: The Graphic Novel,","Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)",4.26
5247,380809060,9780380809070,Roger Zelazny,1999,The Great Book of Amber,"The Great Book of Amber (The Chronicles of Amber, #1-10)",4.31
5248,778303829,9780778303820,Gena Showalter,2010,The Darkest Lie (Lords of the Underworld #6),The Darkest Lie (Lords of the Underworld #6),4.32
5249,8370540910,9788370540910,Andrzej Sapkowski,1995,Czas pogardy,"Czas pogardy (Saga o Wiedźminie, #4)",4.32
5251,385535589,9780385535590,Kate Alcott,2012,The Dressmaker,The Dressmaker,3.44
5252,743474163,9780743474160,Judith McNaught,1991,Paradise,"Paradise (Second Opportunities, #1)",4.32
5253,395304482,9780395304490,Chris Van Allsburg,1981,Jumanji,Jumanji,4.03
5254,068816112X,9780688161120,Ken Grimwood,1986,Replay,Replay,4.16
5255,307377334,9780307377330,David Eagleman,2011,Incognito: The Secret Lives of the Brain,Incognito: The Secret Lives of the Brain,3.98
5256,393062244,9780393062240,Neil deGrasse Tyson,2006,Death by Black Hole: And Other Cosmic Quandaries,Death by Black Hole - And Other Cosmic Quandaries,4.11
5257,385491069,9780385491070,Margaret Atwood,1969,The Edible Woman,The Edible Woman,3.67
5258,061861916X,9780618619160,Richard Dawkins,2004,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,4.13
5259,1250044650,9781250044660,Marissa Meyer,2016,Heartless,Heartless,4.06
5260,60757353,9780060757360,Paul Zindel,1968,The Pigman,"The Pigman (The Pigman, #1)",3.58
5261,385515502,9780385515500,Lincoln Child,2007,Deep Storm,"Deep Storm (Jeremy Logan, #1)",3.87
5262,545284104,9780545284100,Meg Cabot,2011,Abandon,"Abandon (Abandon, #1)",3.71
5263,1400031818,9781400031820,Alexander McCall Smith,2003,The Full Cupboard of Life,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",4.02
5264,60751967,9780060751970,Kerrelyn Sparks,2005,How to Marry a Millionaire Vampire,"How to Marry a Millionaire Vampire (Love at Stake, #1)",3.85
5265,679882804,9780679882800,Dr. Seuss,1968,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright & Early Board Books),The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books),3.99
5267,068987779X,9780689877800,Robert Muchamore,2004,"The Recruit (Cherub, #1)","The Recruit (Cherub, #1)",4.22
5268,078948045X,635517080452,Sarah Simblet,2001,Anatomy for the Artist,Anatomy for the Artist,3.97
5269,385493622,9780385493630,Simon Singh,1997,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,4.22
5270,684832356,9780684832360,Richard Paul Evans,1993,The Christmas Box,"The Christmas Box (The Christmas Box, #1)",3.95
5271,557364639,9780557364630,Amanda Hocking,2010,My Blood Approves,"My Blood Approves (My Blood Approves, #1)",3.83
5273,014017821X,9780140178210,Angela Carter,1979,The Bloody Chamber & Other Stories,The Bloody Chamber and Other Stories,4.02
5274,60012781,9780060012790,Anthony Bourdain,2001,A Cook's Tour: Global Adventures in Extreme Cuisines,A Cook's Tour: Global Adventures in Extreme Cuisines,3.97
5275,61176109,9780061176100,Simon Schama,2006,Power of Art,The Power of Art,3.87
5276,1602862567,9781602862560,"Michelle Knight, Michelle Burford",2014,"Finding me : A Decade of Darkness, a Life Reclaimed","Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings",4.12
5277,051511779X,9780515117790,Nora Roberts,1996,Born in Shame,"Born in Shame (Born In Trilogy, #3)",4.07
5278,738718688,9780738718680,Simone Elkeles,2010,Return to Paradise,"Return to Paradise (Leaving Paradise, #2)",4.05
5280,62295896,9780062295900,Kim Gordon,2015,Girl in a Band,Girl in a Band,3.58
5281,525478922,9780525478930,Heather Brewer,2008,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)","Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",4.14
5282,399153934,9780399153940,Patricia Cornwell,2007,Book of the Dead,"Book of the Dead (Kay Scarpetta, #15)",3.63
5283,691017840,9780691017850,Joseph Campbell,1949,The Hero with a Thousand Faces,The Hero With a Thousand Faces,4.24
5284,399156909,9780399156910,John Sandford,2010,Bad Blood,"Bad Blood (Virgil Flowers, #4)",4.21
5285,1577780728,9781577780720,"D.C. Talk, The Voice of the Martyrs",1997,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks","Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)",4.2
5286,1594204217,9781594204210,Michael Pollan,2013,Cooked: A Natural History of Transformation ,Cooked: A Natural History of Transformation,3.98
5287,451456718,9780451456720,Anne Bishop,1998,Daughter of the Blood,Daughter of the Blood (The Black Jewels #1),4.12
5288,765326574,9780765326580,Orson Scott Card,2011,The Lost Gate,"The Lost Gate (Mither Mages, #1)",3.82
5289,307960498,9780307960500,"Jo Nesbø, Don Bartlett",2013,"Politi (Harry Hole, #10)","Police (Harry Hole, #10)",4.22
5290,5559609129,9785559609130,Anne Rice,1999,Vittorio the Vampire,"Vittorio, The Vampire (New Tales of the Vampires, #2)",3.5
5291,1569314063,9781569314070,"Yuu Watase, Yuji Oniki",1992,ふしぎ遊戯 1,"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess",4.08
5292,097915930X,9780979159300,Brunonia Barry,2006,The Lace Reader,"The Lace Reader (The Lace Reader, #1)",3.46
5293,970398107,9780970398110,"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",2000,Anne Rice's The Tale of the Body Thief (Graphic Novel),Anne Rice's The Tale of the Body Thief (A Graphic Novel),4.07
5294,802141676,9780802141680,Sherman Alexie,1993,The Lone Ranger and Tonto Fistfight in Heaven,The Lone Ranger and Tonto Fistfight in Heaven,4.09
5295,345443608,9780345443600,Laurell K. Hamilton,2005,"A Stroke of Midnight (Merry Gentry, #4)","A Stroke of Midnight (Merry Gentry, #4)",4.06
5297,618562036,9780618562040,Anchee Min,2003,Empress Orchid,"Empress Orchid (Empress Orchid, #1)",3.87
5298,1401323588,9781401323580,Eoin Colfer,2009,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",And Another Thing...,3.53
5300,061579615X,9780615796150,H.M. Ward,2013,Damaged,"Damaged (Damaged, #1)",3.93
5301,140367462,9780140367460,"George MacDonald, Arthur Hughes",1872,The Princess and the Goblin,"The Princess and the Goblin  (Princess Irene and Curdie, #1)",4.0
5302,1605981737,9781605981730,"Camilla Läckberg, Steven T. Murray",2004,Predikanten,"The Preacher (Patrik Hedström, #2)",3.76
5303,7169957,9780007169960,Dr. Seuss,1974,There's a Wocket in My Pocket,There's a Wocket in My Pocket!,4.02
5304,425194515,9780425194520,Dean Koontz,1989,Midnight,Midnight,3.81
5305,312361270,9780312361270,Madeleine Wickham,1998,The Gatecrasher,The Gatecrasher,3.24
5306,60733357,9780060733350,Neal Stephenson,2004,The Confusion,"The Confusion (The Baroque Cycle, #2)",4.24
5307,857522272,9780857522280,Terry Pratchett,2013,Raising Steam,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )",3.93
5308,547959206,9780547959210,Joelle Charbonneau,2014,Independent Study,"Independent Study (The Testing, #2)",3.97
5309,399163840,9780399163840,Sue Grafton,2015,X,"X (Kinsey Millhone, #24)",3.88
5310,60567236,9780060567230,"Roger Zelazny, Sönmez Güven",1967,Lord of Light,Lord of Light,4.1
5311,224064924,9780224064930,"Roald Dahl, Quentin Blake",1990,Esio Trot,Esio Trot,3.74
5312,1593070918,9781593070920,Mike Mignola,1998,Hellboy: The Chained Coffin and Others,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)",4.21
5313,307279952,9780307279960,Scott B. Smith,1993,A Simple Plan,A Simple Plan,3.91
5314,316018740,9780316018750,"James Patterson, Michael Ledwidge",2009,Run for Your Life,"Run for Your Life (Michael Bennett, #2)",4.0
5315,374529949,9780374529950,"Joan Didion, David Thomson",1970,Play It as It Lays,Play It as It Lays,3.86
5316,553590154,9780553590160,Kelley Armstrong,2004,Dime Store Magic,"Dime Store Magic (Women of the Otherworld, #3)",4.07
5317,553573357,9780553573350,Kim Stanley Robinson,1996,Blue Mars ,"Blue Mars (Mars Trilogy, #3)",3.92
5318,722533942,9780722533950,"Paulo Coelho, Alan R. Clarke",1988,As Valkírias,The Valkyries,3.3
5319,1250022061,9781250022070,Louise Penny,2014,The Long Way Home,"The Long Way Home (Chief Inspector Armand Gamache, #10)",4.06
5320,375865861,9780375865860,A.S. King,2010,Please Ignore Vera Dietz,Please Ignore Vera Dietz,3.91
5321,60766212,9780060766210,"Joseph Delaney, Patrick  Arrasmith",2005,The Spook's Curse,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",4.1
5322,006102001X,9780061020020,L.J. Smith,1991,The Struggle,"The Struggle (The Vampire Diaries, #2)",3.5
5323,440237556,9780440237560,Karen Marie Moning,2002,The Dark Highlander,"The Dark Highlander (Highlander, #5)",4.31
5324,440237564,9780440237560,Karen Marie Moning,2004,The Immortal Highlander ,"The Immortal Highlander (Highlander, #6)",4.34
5325,812971892,9780812971900,Reza Aslan,2005,"No god but God: The Origins, Evolution, and Future of Islam","No god but God: The Origins, Evolution and Future of Islam",4.13
5326,679734465,9780679734470,Philip K. Dick,1981,Valis,"VALIS (VALIS Trilogy, #1)",3.94
5327,679724516,9780679724510,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",The Second Sex,4.09
5328,545284155,9780545284160,Jennifer A. Nielsen,2013,The Runaway King,"The Runaway King (The Ascendance Trilogy, #2)",4.23
5329,553286390,9780553286400,"Margaret Weis, Tracy Hickman",1990,"Dragon Wing (The Death Gate Cycle, #1)","Dragon Wing (The Death Gate Cycle, #1)",3.93
5330,385333900,9780385333900,Kurt Vonnegut Jr.,1979,Jailbird,Jailbird,3.81
5331,1401213510,9781401213510,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2007,Y: The Last Man Vol. 9: Motherland,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",4.27
5332,380817926,9780380817920,Dan Simmons,2003,Ilium,"Ilium (Ilium, #1)",4.01
5334,553062182,9780553062180,Elaine N. Aron,1996,The Highly Sensitive Person - How to Thrive when the World Overwhelms You,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,3.87
5335,385515995,9780385515990,Chitra Banerjee Divakaruni,2008,The Palace of Illusions,The Palace of Illusions,4.11
5336,385495404,9780385495400,H.W. Brands,2000,The First American: The Life and Times of Benjamin Franklin,The First American: The Life and Times of Benjamin Franklin,4.09
5337,446617091,9780446617090,"Douglas Preston, Lincoln Child",2005,Dance of Death,"Dance of Death (Pendergast, #6; Diogenes, #2)",4.16
5338,547248040,9780547248040,Susan Beth Pfeffer,2010,This World We Live In,"This World We Live In (Last Survivors, #3)",3.81
5339,1591167531,9781591167530,"Yoshihiro Togashi, 冨樫 義博",1998,Hunter × Hunter #1,"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)",4.43
5340,749934131,9780749934130,J.D. Robb,1997,Vengeance in Death,"Vengeance in Death (In Death, #6)",4.34
5341,553575384,9780553575380,Connie Willis,1998,To Say Nothing of the Dog,"To Say Nothing of the Dog (Oxford Time Travel, #2)",4.13
5342,1846054761,9781846054760,"James Patterson, Ned Rust",2010,The Gift,"The Gift (Witch & Wizard, #2)",3.78
5343,60092572,9780060092570,Michael Crichton,1972,The Terminal Man,The Terminal Man,3.34
5345,1416963960,9781416963970,Holly Black,2010,White Cat,"White Cat (Curse Workers, #1)",3.81
5346,679722319,9780679722310,Raymond Carver,1988,Where I’m Calling From: The Selected Stories,Where I'm Calling From: New and Selected Stories,4.42
5347,014303541X,9780143035410,Jasper Fforde,2004,Something Rotten,"Something Rotten (Thursday Next, #4)",4.15
5348,517580519,9780517580520,Jean M. Auel,2011,The Land of the Painted Caves,"The Land of Painted Caves (Earth's Children, #6)",3.24
5349,60569662,9780060569660,Lucy Grealy,1994,Autobiography of a Face,Autobiography of a Face,3.96
5350,62224107,9780062224100,Lauren Oliver,2015,Vanishing Girls,Vanishing Girls,3.59
5351,736421866,9780736421870,Walt Disney Company,1812,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs (Little Golden Book),4.18
5352,006124242X,9780061242430,"Angie Sage, Mark Zug",2011,Darke,"Darke (Septimus Heap, #6)",4.23
5353,810996162,9780810996170,Jeff Kinney,2010,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,The Wimpy Kid Movie Diary (Diary of a Wimpy Kid),4.16
5354,679722637,9780679722630,Dashiell Hammett,1934,The Thin Man,The Thin Man,3.97
5355,316726192,9780316726190,Candace Bushnell,2003,Trading Up,Trading Up,3.2
5356,553279718,9780553279720,David Brin,1987,The Uplift War,"The Uplift War (The Uplift Saga, #3)",4.06
5357,380974738,9780380974730,Raymond E. Feist,1997,Rage of a Demon King (The Serpentwar Saga #3),"Rage of a Demon King (The Serpentwar Saga, #3)",4.02
5358,140186301,9780140186310,"Kingsley Amis, David Lodge",1954,Lucky Jim,Lucky Jim,3.79
5359,60534052,9780060534060,Karin Slaughter,2003,A Faint Cold Fear,"A Faint Cold Fear (Grant County, #3)",4.12
5360,399167846,9780399167840,Marie Lu,2015,The Rose Society,"The Rose Society (The Young Elites, #2)",4.11
5361,345484274,9780345484280,Kristin Hannah,2000,Angel Falls,Angel Falls,3.9
5362,670011304,9780670011310,Susane Colasanti,2009,Waiting For You,Waiting For You,3.84
5363,147673190X,9781476731900,Jeff Hobbs,2014,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,4.13
5365,553807234,9780553807230,Lisa Gardner,2009,The Neighbor,"The Neighbor (Detective D.D. Warren, #3)",4.08
5366,140121813X,9781401218130,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2008,Y: The Last Man Vol. 10: Whys And Wherefores,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",4.34
5367,812520475,9780812520480,Greg Bear,1984,Eon,"Eon (The Way, #1)",3.86
5368,812993101,9780812993100,Helen Simonson,2016,The Summer Before the War,The Summer Before the War,3.79
5369,679723951,9780679723950,"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",1961,"Erinnerungen, Träume, Gedanken von C.G. Jung","Memories, Dreams, Reflections",4.19
5370,425234339,9780425234330,Laurell K. Hamilton,2010,Bullet,"Bullet (Anita Blake, Vampire Hunter #19)",3.82
5371,1409135195,9781409135200,Diana Gabaldon,2011,The Scottish Prisoner,"The Scottish Prisoner (Lord John Grey, #3)",4.19
5372,60725133,9780060725140,Meg Cabot,2001,Reunion,"Reunion (The Mediator, #3)",4.09
5374,571206921,9780571206930,"Milan Kundera, Suzanne Rappaport",1970,Směšné lásky ,Laughable Loves,3.86
5375,61230839,9780061230840,Julia Quinn,2007,The Secret Diaries of Miss Miranda Cheever,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)",3.93
5376,1557091528,9781557091530,Founding Fathers,1787,The Constitution of the United States of America,The Constitution of the United States of America,4.54
5377,382285980X,9783822859800,Gilles Néret,1992,Gustav Klimt: le monde comme une forme féminine,Gustav Klimt: 1862-1918,4.12
5378,60955228,9780060955230,Malcolm Lowry,1947,Under the Volcano,Under the Volcano,3.8
5380,679824111,9780679824110,"Mary Pope Osborne, Salvatore Murdocca",2002,Dinosaurs Before Dark,"Dinosaurs Before Dark (Magic Tree House, #1)",3.87
5381,1416505490,9781416505500,Robert A. Heinlein,1958,Have Space Suit - Will Travel,Have Space Suit—Will Travel,3.89
5382,1598184318,9781598184310,Jack London,1904,The Sea Wolf,The Sea Wolf,4.01
5383,60725141,9780060725140,Meg Cabot,2001,Darkest Hour,"Darkest Hour (The Mediator, #4)",4.16
5384,1770460608,9781770460610,Kate Beaton,2011,Hark! A Vagrant,Hark! A Vagrant,4.27
5385,375727132,9780375727140,Ann Packer,2002,The Dive From Clausen's Pier,The Dive From Clausen's Pier,3.41
5386,60576170,9780060576170,"Thomas Mann, Michael Henry Heim, Michael Cunningham",1912,Der Tod in Venedig,Death in Venice,3.73
5387,62508342,9780062508350,"Sogyal Rinpoche, Andrew Harvey",1992,The Tibetan Book of Living and Dying,The Tibetan Book of Living and Dying,4.22
5388,345482409,9780345482400,Orson Scott Card,1999,Enchantment,Enchantment,3.89
5389,1594561796,9781594561800,Edgar Allan Poe,1839,The Fall of the House of Usher ,The Fall of the House of Usher,3.92
5390,141691420X,9781416914200,D.J. MacHale,2009,The Soldiers of Halla,"The Soldiers of Halla (Pendragon, #10)",4.27
5391,385732074,9780385732080,E. Lockhart,2005,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)","The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",3.49
5392,140236236,9780140236230,Pat Barker,1991,Regeneration,"Regeneration (Regeneration, #1)",4.03
5394,91879205,9780091879200,Michael J. Fox,2002,Lucky Man,Lucky Man,4.06
5395,1841957178,9781841957170,Margaret Atwood,2005,The Penelopiad,The Penelopiad,3.66
5396,1597801607,9781597801610,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",2007,The Improbable Adventures of Sherlock Holmes,The Improbable Adventures of Sherlock Holmes,4.37
5397,743265025,9780743265030,Gigi Levangie Grazer,2005,The Starter Wife,The Starter Wife,3.51
5398,140120077X,9781401200770,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,"Fables, Volume 2: Animal Farm","Fables, Vol. 2: Animal Farm",4.12
5399,067974472X,9780679744730,"James     Baldwin, Kıvanç Güney",1963,The Fire Next Time,The Fire Next Time,4.45
5400,786837462,9780786837460,Mo Willems,2006,Don't Let the Pigeon Stay Up Late!,Don't Let the Pigeon Stay Up Late!,4.35
5401,1401204953,9781401204950,"Grant Morrison, Frank Quitely",2005,We3,We3,3.95
5402,60096128,9780060096120,Meg Cabot,2003,Princess in Pink,"Princess in Pink (The Princess Diaries, #5)",3.69
5403,61288853,9780061288850,Ellen Schreiber,2008,"The Coffin Club (Vampire Kisses, #5)","The Coffin Club (Vampire Kisses, #5)",4.06
5404,375753141,9780375753140,Sinclair Lewis,1920,Main Street,Main Street,3.75
5406,618683070,9780618683080,Catherine Gilbert Murdock,2006,Dairy Queen,"Dairy Queen (Dairy Queen, #1)",3.73
5407,61493341,9780061493350,Michael Chabon,2012,Telegraph Avenue,Telegraph Avenue,3.36
5408,385341962,9780385341970,Karin Slaughter,2009,Genesis,"Undone (Will Trent, #3)",4.24
5409,125005480X,9781250054810,Erika Swyler,2015,The Book of Speculation,The Book of Speculation,3.59
5410,042523567X,9780425235680,Laurell K. Hamilton,2009,Flirt,"Flirt (Anita Blake, Vampire Hunter #18)",3.7
5411,515124214,9780515124220,Nora Roberts,1998,Inner Harbor (Chesapeake Bay Saga #3),"Inner Harbor (Chesapeake Bay Saga, #3)",4.16
5412,61779725,9780061779720,Christopher Moore,2010,Bite Me,"Bite Me (A Love Story, #3)",3.85
5413,394719689,9780394719690,Frederick Franck,1973,Zen of Seeing: Seeing/Drawing as Meditation,Zen of Seeing: Seeing/Drawing as Meditation,3.92
5414,886778581,9780886778580,Kristen Britain,1998,Green Rider,"Green Rider (Green Rider, #1)",4.09
5415,785729194,9780785729200,Anne McCaffrey,1968,The Dragonriders of Pern,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",4.22
5416,1594631395,9781594631400,Helen Oyeyemi,2013,"Boy, Snow, Bird","Boy, Snow, Bird",3.34
5417,312939035,9780312939040,Sue Grafton,1988,E Is for Evidence,"E is for Evidence (Kinsey Millhone, #5)",3.88
5418,140006760X,9781400067600,David  Brooks,2011,"The Social Animal: The Hidden Sources of Love, Character, and Achievement","The Social Animal: The Hidden Sources of Love, Character, and Achievement",3.83
5419,385533411,9780385533420,Ian McEwan,2010,Solar,Solar,3.23
5420,226458083,9780226458080,Thomas S. Kuhn,1962,The Structure of Scientific Revolutions,The Structure of Scientific Revolutions,3.98
5421,312424671,9780312424670,Andrea Levy,2004,Small Island,Small Island,3.89
5422,1250022134,9781250022130,Louise Penny,2016,A Great Reckoning,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",4.46
5423,446610178,9780446610180,Sidney Sheldon,2000,The Sky is Falling,The Sky is Falling,3.54
5425,553265954,9780553265960,"Arthur Koestler, Daphne Hardy",1940,Sonnenfinsternis,Darkness at Noon,4.06
5426,425238814,9780425238810,Jaci Burton,2011,The Perfect Play,"The Perfect Play (Play by Play, #1)",3.93
5427,767915593,9780767915600,Jane Green,1997,Straight Talking,Straight Talking,3.63
5428,441014186,9780441014190,Jack Campbell,2006,"Dauntless (The Lost Fleet, #1)","Dauntless (The Lost Fleet, #1)",3.93
5429,7133618,9780007133610,Lois McMaster Bujold,2000,The Curse of Chalion,"The Curse of Chalion (World of the Five Gods, #1)",4.16
5430,778322858,9780778322860,Elizabeth Flock,2005,Me & Emma,Me & Emma,3.9
5431,515136263,9780515136260,Nora Roberts,2002,"Chesapeake Blue (Chesapeake Bay Saga, #4)","Chesapeake Blue (Chesapeake Bay Saga, #4)",4.17
5432,316040096,9780316040100,Malinda Lo,2009,Ash,Ash,3.62
5433,000721975X,9780007219760,Bernard Cornwell,2009,The Burning Land,"The Burning Land (The Saxon Stories, #5)",4.29
5434,609807919,9780609807910,Megan McCafferty,2003,"Second Helpings (Jessica Darling, #2)","Second Helpings (Jessica Darling, #2)",4.08
5435,893816949,9780893816940,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",1972,Diane Arbus: An Aperture Monograph,Diane Arbus: Monograph,4.0
5436,763620912,9780763620910,Carolyn Mackler,2003,"The Earth, My Butt, and Other Big Round Things","The Earth, My Butt, and Other Big Round Things",3.77
5437,1551111721,9781551111730,Joseph Conrad,1900,Lord Jim,Lord Jim,3.61
5438,375836977,9780375836980,Leo Lionni,1975,A Color of His Own,A Color of His Own,4.25
5439,671664263,9780671664270,Neil Gaiman,1987,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,4.31
5440,142400769,9780142400760,Andrew Clements,2002,Things Not Seen,"Things Not Seen (Things, #1)",3.88
5442,765335344,9780765335340,"V.E. Schwab, Victoria Schwab",2013,Vicious,"Vicious (Villains, #1)",4.25
5443,425194523,9780425194520,Clive Cussler,1976,Raise the Titanic!,"Raise the Titanic! (Dirk Pitt, #4)",3.96
5444,078685149X,9780786851490,Eoin Colfer,2004,The Supernaturalist,The Supernaturalist,3.85
5445,60852003,9780060852010,Meg Cabot,2007,Queen of Babble in the Big City,"Queen of Babble in the Big City (Queen of Babble, #2)",3.77
5446,394900871,9780394900870,Dr. Seuss,1958,Yertle the Turtle (Classic Seuss),Yertle the Turtle and Other Stories,4.13
5448,037570342X,9780375703420,Rohinton Mistry,2001,Family Matters,Family Matters,3.99
5449,553588729,9780553588730,Harvey Karp,2002,The Happiest Baby on the Block,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,3.92
5452,786856920,9780786856920,Gordon Korman,2000,Schooled,Schooled,3.82
5453,1936608898,9781936608900,"Dallas Hartwig, Melissa Hartwig",2012,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,4.09
5454,151012709,9780151012700,Ted Kerasote,2007,Merle's Door: Lessons from a Freethinking Dog,Merle's Door: Lessons from a Freethinking Dog,4.18
5455,440227194,9780440227200,Gary Paulsen,1996,Brian's Winter,"Brian's Winter (Brian's Saga, #3)",3.98
5456,452287073,9780452287080,Julia Alvarez,1991,How the Garcia Girls Lost Their Accents ,How the García Girls Lost Their Accents ,3.62
5458,1406501077,9781406501070,Louisa May Alcott,1886,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""","Jo's Boys (Little Women, #3)",3.8
5459,525955100,9780525955110,Harlan Coben,2016,Home ,Home (Myron Bolitar #11),4.2
5460,872860744,9780872860740,Charles Bukowski,1969,Notes of a Dirty Old Man,Notes of a Dirty Old Man,3.99
5461,525952896,9780525952890,"Jussi Adler-Olsen, K.E. Semmel",2008,Fasandræberne,"The Absent One (Department Q, #2)",3.85
5462,1594486344,9781594486340,James McBride,2013,The Good Lord Bird,The Good Lord Bird,3.75
5463,689840349,9780689840340,Susan Cooper,1974,Greenwitch,"Greenwitch (The Dark Is Rising, #3)",4.0
5464,158240612X,9781582406120,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,"The Walking Dead, Vol. 5: The Best Defense","The Walking Dead, Vol. 05: The Best Defense",4.3
5467,62072188,9780062072180,Daniel Silva,2011,Portrait of a Spy,"Portrait of a Spy (Gabriel Allon, #11)",4.24
5468,316012823,9780316012830,Kate Atkinson,2006,One Good Turn,"One Good Turn (Jackson Brodie, #2)",3.79
5469,64407330,9780064407340,Clive Barker,2002,Abarat,"Abarat (Abarat, #1)",4.08
5470,586203192,9780586203190,Arthur C. Clarke,1987,2061: Odyssey Three,"2061: Odyssey Three (Space Odyssey, #3)",3.52
5472,1439187312,9781439187320,Richard Paul Evans,2010,The Walk,"The Walk (The Walk, #1)",4.12
5473,61284424,9780061284430,Claudia Gray,2011,Afterlife,"Afterlife (Evernight, #4)",3.8
5474,399250484,9780399250480,Nick Hornby,2007,Slam,Slam,3.27
5475,547628382,9780547628390,Robin LaFevers,2013,"Dark Triumph (His Fair Assassin, #2)","Dark Triumph (His Fair Assassin, #2)",4.15
5476,544289595,9780544289600,Kwame Alexander,2014,The Crossover,The Crossover,4.22
5478,739464469,9780739464460,Alan Hollinghurst,2004,The Line of Beauty,The Line of Beauty,3.7
5479,749009519,9780749009520,Susanna Kearsley,2011,The Rose Garden,The Rose Garden,4.01
5480,1595541217,9781595541220,Frank E. Peretti,2005,Monster,Monster,3.8
5481,451208188,9780451208190,Daniel Silva,2002,The English Assassin,"The English Assassin (Gabriel Allon, #2)",4.12
5482,743284887,9780743284880,Chuck Klosterman,2006,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,3.85
